url_name,sell_mean,sell_median,buy_mean,buy_median
hystrix_prime_barrel,8.823529411764707,8,1,1
khora_prime_neuroptics_blueprint,37.38709677419355,35,16.571428571428573,15.0
dual_keres_prime_blueprint,15.58974358974359,15,4.8,4
critical_precision,50,20,10,10
khora_prime_systems_blueprint,11.8,10.0,4.2,5
dual_keres_prime_blade,17.22222222222222,15.0,6.666666666666667,6
peculiar_audience,76.66666666666667,65.0,6.666666666666667,6
archon_intensify,144.82857142857142,165,60.76923076923077,80
archon_continuity,128.15217391304347,153.0,70.07142857142857,94.5
archon_flow,150.3684210526316,167.5,40,20.5
archon_vitality,136.91489361702128,150,58.38461538461539,60
archon_stretch,151.66666666666666,170,49.25,30.0
tatsu_prime_blade,17.454545454545453,15,5,5.0
revenant_prime_chassis_blueprint,17.576923076923077,18.0,6.4,6
revenant_prime_systems_blueprint,20.17142857142857,15,7,7
tatsu_prime_set,81.91935483870968,65.0,41.375,41.5
tatsu_prime_blueprint,8.161290322580646,10,41.375,41.5
revenant_prime_set,76.07446808510639,70.0,36.84615384615385,40
phantasma_prime_barrel,27.321428571428573,25.0,12,11
revenant_prime_neuroptics_blueprint,10.26984126984127,10,2.5,2.5
tatsu_prime_handle,41.354838709677416,39,16.90909090909091,20
phantasma_prime_blueprint,20.151515151515152,17,5.5,5.5
phantasma_prime_set,96.5576923076923,80.0,43.875,43.0
phantasma_prime_receiver,12,10,4,4.0
revenant_prime_blueprint,22.462962962962962,20.0,9.555555555555555,10
phantasma_prime_stock,18.428571428571427,15.0,5,5.0
vericres,212.71428571428572,180,5,5.0
